Date,Branch,Customer type,Gender,Product line,Unit price,Quantity,Payment,Rating
8/1/2024,Manhattan,Normal,Male,Food & Beverages,2.75,6,Credit card,7.2
8/1/2024,Manhattan,Normal,Female,Home & Lifestyle,51.31,1,Cash,6
8/2/2024,Queens,Normal,Male,Food & Beverages,4.88,3,Ewallet,7.9
8/2/2024,Queens,Member,Male,Health & Beauty,26.23,3,Cash,8.9
8/2/2024,Queens,Normal,Male,Sports & Travel,71.67,1,Cash,7.5
8/2/2024,Queens,Normal,Female,Home & Lifestyle,56.04,4,Cash,7.8
8/2/2024,Manhattan,Normal,Female,Food & Beverages,4.29,4,Ewallet,6.5
8/2/2024,Brooklyn,Normal,Male,Food & Beverages,6,3,Cash,7.6
8/2/2024,Manhattan,Normal,Male,Home & Lifestyle,61.04,5,Credit card,7.1
8/2/2024,Manhattan,Normal,Female,Food & Beverages,3.46,3,Credit card,6
8/2/2024,Manhattan,Member,Female,Electronics,96.28,2,Ewallet,8.4
8/3/2024,Manhattan,Member,Male,Food & Beverages,4.14,4,Ewallet,7.2
8/3/2024,Brooklyn,Normal,Male,Food & Beverages,4.55,2,Ewallet,7.6
8/3/2024,Brooklyn,Member,Female,Food & Beverages,6.32,5,Cash,7.2
8/3/2024,Queens,Normal,Female,Food & Beverages,7.28,4,Cash,7.6
8/3/2024,Queens,Normal,Male,Health & Beauty,33.32,4,Ewallet,6.8
8/3/2024,Brooklyn,Normal,Female,Food & Beverages,4.35,1,Cash,6.3
8/3/2024,Queens,Member,Female,Food & Beverages,3.59,2,Cash,7.4
8/3/2024,Brooklyn,Normal,Female,Health & Beauty,29.56,2,Credit card,7.8
8/3/2024,Brooklyn,Normal,Female,Food & Beverages,6.55,3,Cash,7.4
8/3/2024,Brooklyn,Normal,Male,Food & Beverages,4.28,2,Credit card,6.3
8/3/2024,Manhattan,Normal,Male,Home & Lifestyle,70.27,4,Credit card,8.6
8/3/2024,Manhattan,Normal,Male,Food & Beverages,6.09,2,Cash,7.4
8/3/2024,Manhattan,Member,Female,Fashion & Accs,13.06,1,Credit card,8.1
8/3/2024,Brooklyn,Normal,Female,Health & Beauty,34.74,3,Ewallet,8.1
8/3/2024,Manhattan,Member,Male,Health & Beauty,33.43,3,Credit card,7
8/3/2024,Brooklyn,Normal,Male,Health & Beauty,26.12,3,Credit card,8.4
8/3/2024,Queens,Normal,Female,Food & Beverages,7.73,8,Ewallet,9.8
8/3/2024,Manhattan,Normal,Male,Food & Beverages,5.8,3,Ewallet,7.3
8/4/2024,Brooklyn,Normal,Male,Health & Beauty,38.86,2,Cash,7.7
8/4/2024,Brooklyn,Normal,Male,Home & Lifestyle,63.94,4,Cash,6.3
8/4/2024,Queens,Normal,Female,Sports & Travel,69.12,1,Credit card,8.4
8/4/2024,Manhattan,Normal,Female,Fashion & Accs,12.47,3,Cash,6.8
8/4/2024,Brooklyn,Normal,Female,Food & Beverages,4.84,1,Credit card,6.7
8/4/2024,Manhattan,Normal,Male,Food & Beverages,2.57,2,Cash,8.8
8/4/2024,Manhattan,Normal,Male,Food & Beverages,7.81,3,Cash,6.8
8/4/2024,Brooklyn,Normal,Male,Food & Beverages,7.05,4,Credit card,7.9
8/4/2024,Queens,Normal,Female,Food & Beverages,4.33,2,Credit card,7.2
8/4/2024,Manhattan,Normal,Female,Sports & Travel,62.05,1,Cash,7.7
8/4/2024,Manhattan,Member,Female,Home & Lifestyle,73.54,3,Ewallet,7.8
8/4/2024,Brooklyn,Normal,Male,Food & Beverages,7.25,2,Ewallet,7.5
8/4/2024,Manhattan,Normal,Male,Health & Beauty,22.46,4,Ewallet,5.7
8/4/2024,Queens,Normal,Male,Food & Beverages,7.5,2,Ewallet,8.2
8/4/2024,Manhattan,Normal,Female,Food & Beverages,7.53,2,Ewallet,6.5
8/5/2024,Brooklyn,Member,Female,Food & Beverages,5.25,1,Ewallet,6.8
8/5/2024,Queens,Normal,Female,Health & Beauty,29.87,2,Cash,8.1
8/5/2024,Manhattan,Normal,Male,Home & Lifestyle,72.72,1,Cash,7.1
8/5/2024,Brooklyn,Normal,Male,Health & Beauty,28.9,3,Credit card,8.8
8/5/2024,Manhattan,Normal,Female,Health & Beauty,30.95,3,Ewallet,8.2
8/5/2024,Brooklyn,Normal,Female,Home & Lifestyle,65.27,4,Cash,6.2
8/5/2024,Queens,Normal,Female,Health & Beauty,16.65,2,Ewallet,6
8/5/2024,Manhattan,Member,Female,Food & Beverages,7.22,6,Credit card,6.9
8/5/2024,Brooklyn,Normal,Male,Health & Beauty,27.8,3,Cash,6.3
8/5/2024,Queens,Normal,Male,Health & Beauty,32.99,3,Cash,6
8/6/2024,Brooklyn,Normal,Male,Food & Beverages,6.22,5,Ewallet,8.2
8/6/2024,Manhattan,Normal,Female,Sports & Travel,74.49,1,Cash,7.7
8/6/2024,Manhattan,Normal,Male,Sports & Travel,58.27,2,Cash,6
8/6/2024,Queens,Normal,Female,Food & Beverages,3.15,3,Ewallet,6
8/6/2024,Brooklyn,Normal,Male,Sports & Travel,70.9,1,Credit card,8
8/6/2024,Brooklyn,Normal,Male,Food & Beverages,4.09,2,Cash,7.5
8/6/2024,Brooklyn,Member,Male,Home & Lifestyle,70.74,3,Credit card,8.5
8/6/2024,Manhattan,Member,Male,Health & Beauty,34.91,2,Cash,6.1
8/6/2024,Brooklyn,Member,Female,Fashion & Accs,18.34,3,Ewallet,7.6
8/6/2024,Brooklyn,Normal,Male,Food & Beverages,3.52,2,Ewallet,6.5
8/6/2024,Manhattan,Member,Female,Food & Beverages,5.38,3,Cash,5.7
8/6/2024,Manhattan,Normal,Male,Food & Beverages,2.52,2,Ewallet,8.5
8/6/2024,Queens,Normal,Male,Food & Beverages,6.29,3,Ewallet,6
8/6/2024,Brooklyn,Normal,Male,Health & Beauty,22.56,1,Ewallet,6.8
8/6/2024,Manhattan,Member,Female,Health & Beauty,29.69,2,Cash,6.2
8/6/2024,Brooklyn,Normal,Male,Fashion & Accs,11.74,2,Cash,6.8
8/7/2024,Manhattan,Member,Male,Home & Lifestyle,55.23,5,Cash,8.1
8/7/2024,Queens,Normal,Female,Food & Beverages,6.89,2,Cash,8.6
8/7/2024,Manhattan,Normal,Female,Food & Beverages,3.37,5,Credit card,5.8
8/7/2024,Manhattan,Normal,Male,Food & Beverages,5.05,2,Cash,7.6
8/7/2024,Queens,Normal,Female,Food & Beverages,4.17,2,Credit card,6.7
8/7/2024,Manhattan,Normal,Male,Health & Beauty,32.61,3,Cash,5.4
8/7/2024,Brooklyn,Normal,Male,Food & Beverages,3.44,2,Ewallet,6.8
8/7/2024,Queens,Normal,Female,Food & Beverages,4.01,4,Ewallet,8.1
8/8/2024,Manhattan,Normal,Female,Home & Lifestyle,65.05,5,Ewallet,6.6
8/8/2024,Brooklyn,Member,Female,Food & Beverages,6.83,4,Cash,7.9
8/8/2024,Manhattan,Member,Female,Sports & Travel,59.69,1,Cash,5.6
8/8/2024,Manhattan,Normal,Male,Health & Beauty,32.43,1,Ewallet,9
8/8/2024,Queens,Normal,Female,Food & Beverages,5.49,1,Credit card,7.3
8/8/2024,Queens,Normal,Female,Food & Beverages,4.84,4,Credit card,6.6
8/8/2024,Brooklyn,Member,Male,Fashion & Accs,9.08,1,Cash,6
8/8/2024,Manhattan,Normal,Female,Health & Beauty,28.72,2,Cash,7.4
8/8/2024,Brooklyn,Normal,Male,Food & Beverages,3.78,2,Ewallet,9.8
8/8/2024,Brooklyn,Normal,Male,Home & Lifestyle,54.4,2,Credit card,7.1
8/8/2024,Brooklyn,Normal,Female,Food & Beverages,7.5,5,Credit card,7.9
8/8/2024,Brooklyn,Normal,Male,Electronics,95,1,Credit card,6.8
8/8/2024,Brooklyn,Member,Female,Home & Lifestyle,61.86,4,Credit card,7
8/9/2024,Brooklyn,Normal,Female,Food & Beverages,3.17,4,Cash,7.4
8/9/2024,Queens,Normal,Female,Health & Beauty,35.35,1,Cash,7.5
8/9/2024,Manhattan,Member,Female,Fashion & Accs,16.06,3,Cash,6.9
8/9/2024,Manhattan,Normal,Male,Fashion & Accs,14.21,3,Ewallet,6.1
8/9/2024,Queens,Member,Female,Health & Beauty,28.49,4,Ewallet,7
8/9/2024,Queens,Normal,Male,Food & Beverages,5.43,3,Cash,6.5
8/9/2024,Manhattan,Normal,Male,Food & Beverages,2.88,1,Ewallet,9.1
8/9/2024,Manhattan,Member,Female,Food & Beverages,7.61,4,Cash,7.3
8/9/2024,Manhattan,Normal,Female,Food & Beverages,7.17,3,Cash,7.3
8/9/2024,Brooklyn,Member,Female,Home & Lifestyle,53.9,5,Cash,5.9
8/9/2024,Brooklyn,Normal,Male,Food & Beverages,6.43,1,Cash,7.1
8/9/2024,Brooklyn,Normal,Male,Food & Beverages,7.14,5,Credit card,7.6
8/9/2024,Manhattan,Normal,Male,Sports & Travel,56.93,3,Ewallet,7.2
8/9/2024,Queens,Normal,Male,Food & Beverages,3.58,6,Cash,6.3
8/10/2024,Brooklyn,Normal,Male,Health & Beauty,38.74,1,Cash,5.9
8/10/2024,Brooklyn,Normal,Female,Food & Beverages,4.15,2,Cash,6.9
8/10/2024,Brooklyn,Normal,Male,Health & Beauty,31.21,2,Ewallet,6.7
8/10/2024,Manhattan,Normal,Male,Food & Beverages,4.51,7,Ewallet,7.6
8/10/2024,Brooklyn,Normal,Female,Food & Beverages,5.46,3,Ewallet,7
8/10/2024,Brooklyn,Member,Female,Food & Beverages,3.14,4,Credit card,6.2
8/10/2024,Manhattan,Normal,Female,Fashion & Accs,12.21,2,Ewallet,5.7
8/10/2024,Queens,Member,Female,Food & Beverages,6.6,6,Credit card,7.2
8/10/2024,Brooklyn,Normal,Female,Fashion & Accs,7.79,1,Ewallet,6.5
8/10/2024,Brooklyn,Normal,Male,Health & Beauty,26.49,3,Ewallet,7.2
8/10/2024,Queens,Normal,Male,Sports & Travel,50.63,2,Ewallet,7.3
8/10/2024,Queens,Normal,Female,Health & Beauty,26.91,1,Cash,7.2
8/10/2024,Manhattan,Normal,Male,Home & Lifestyle,65.61,4,Cash,8.7
8/10/2024,Queens,Normal,Female,Food & Beverages,6.96,1,Ewallet,7.7
8/10/2024,Brooklyn,Normal,Male,Health & Beauty,36.68,2,Ewallet,6.7
8/10/2024,Queens,Normal,Female,Home & Lifestyle,54.82,3,Cash,5.3
8/10/2024,Queens,Member,Female,Food & Beverages,5.59,3,Cash,7.5
8/11/2024,Queens,Normal,Male,Health & Beauty,29.13,3,Cash,6
8/11/2024,Manhattan,Normal,Male,Food & Beverages,7.58,2,Credit card,7.5
8/11/2024,Brooklyn,Member,Female,Food & Beverages,4.73,1,Credit card,6.7
8/11/2024,Brooklyn,Member,Male,Food & Beverages,5.65,3,Cash,8.6
8/11/2024,Brooklyn,Normal,Female,Electronics,93.36,2,Ewallet,6.8
8/11/2024,Manhattan,Member,Male,Food & Beverages,4.24,4,Cash,6.9
8/11/2024,Brooklyn,Member,Female,Home & Lifestyle,54.19,3,Ewallet,7.5
8/11/2024,Manhattan,Normal,Female,Food & Beverages,4.74,3,Ewallet,6.3
8/11/2024,Brooklyn,Normal,Male,Fashion & Accs,19.71,1,Cash,7
8/11/2024,Brooklyn,Normal,Female,Sports & Travel,67.46,2,Credit card,6.3
8/11/2024,Brooklyn,Member,Female,Food & Beverages,7.24,2,Credit card,8.4
8/12/2024,Queens,Normal,Female,Food & Beverages,6.3,3,Ewallet,9.7
8/12/2024,Manhattan,Normal,Male,Food & Beverages,7.27,2,Cash,6.7
8/12/2024,Manhattan,Normal,Male,Electronics,91.82,2,Credit card,6.6
8/12/2024,Brooklyn,Normal,Female,Food & Beverages,2.39,2,Credit card,8
8/12/2024,Brooklyn,Normal,Female,Home & Lifestyle,72.42,4,Cash,6.9
8/12/2024,Manhattan,Normal,Male,Home & Lifestyle,61.39,4,Credit card,5.8
8/12/2024,Brooklyn,Normal,Female,Electronics,81.42,2,Credit card,6.1
8/12/2024,Brooklyn,Normal,Female,Health & Beauty,26.85,2,Ewallet,6.6
8/12/2024,Queens,Normal,Female,Health & Beauty,27.29,2,Ewallet,6.7
8/13/2024,Queens,Normal,Male,Electronics,85.6,2,Ewallet,5.5
8/13/2024,Manhattan,Member,Female,Food & Beverages,7.82,3,Cash,7.1
8/13/2024,Brooklyn,Normal,Male,Health & Beauty,33.1,3,Credit card,5.8
8/13/2024,Manhattan,Normal,Male,Food & Beverages,3.01,2,Cash,7.4
8/13/2024,Manhattan,Normal,Female,Food & Beverages,5.16,3,Credit card,8.8
8/13/2024,Brooklyn,Normal,Male,Food & Beverages,7.64,2,Credit card,7.6
8/13/2024,Queens,Member,Male,Food & Beverages,7.36,3,Cash,7.4
8/13/2024,Brooklyn,Normal,Male,Food & Beverages,3.88,3,Credit card,8.1
8/13/2024,Brooklyn,Member,Female,Food & Beverages,5.53,3,Ewallet,8.7
8/13/2024,Brooklyn,Normal,Female,Sports & Travel,72.39,1,Ewallet,5.3
8/13/2024,Brooklyn,Member,Female,Fashion & Accs,12.38,3,Ewallet,7.2
8/13/2024,Queens,Normal,Female,Food & Beverages,6.27,2,Cash,7.4
8/13/2024,Queens,Member,Female,Sports & Travel,67.06,1,Credit card,6.9
8/13/2024,Manhattan,Normal,Male,Food & Beverages,7.21,6,Ewallet,7.9
8/14/2024,Queens,Normal,Male,Fashion & Accs,17.47,1,Cash,6.5
8/14/2024,Brooklyn,Normal,Female,Health & Beauty,32.79,1,Credit card,5.8
8/14/2024,Queens,Normal,Male,Home & Lifestyle,52.31,2,Ewallet,6.2
8/14/2024,Queens,Normal,Male,Fashion & Accs,14.75,1,Ewallet,7.1
8/14/2024,Manhattan,Normal,Female,Food & Beverages,6.81,2,Cash,9.7
8/14/2024,Manhattan,Member,Male,Health & Beauty,24.85,2,Cash,7.9
8/14/2024,Manhattan,Member,Female,Health & Beauty,21.5,2,Ewallet,9.2
8/14/2024,Manhattan,Member,Female,Health & Beauty,32.38,4,Credit card,7
8/14/2024,Manhattan,Normal,Female,Fashion & Accs,13.13,3,Cash,8
8/14/2024,Queens,Normal,Female,Food & Beverages,5.36,3,Credit card,9
8/14/2024,Queens,Normal,Female,Food & Beverages,4.7,3,Credit card,8.1
8/14/2024,Brooklyn,Normal,Male,Health & Beauty,25.37,2,Cash,5.6
8/14/2024,Brooklyn,Member,Female,Food & Beverages,6.2,1,Cash,8.7
8/14/2024,Manhattan,Member,Female,Home & Lifestyle,73.55,5,Credit card,7.4
8/15/2024,Queens,Member,Male,Food & Beverages,5.99,3,Cash,7.3
8/15/2024,Queens,Normal,Female,Food & Beverages,4.32,5,Ewallet,6.9
8/15/2024,Manhattan,Normal,Female,Food & Beverages,7.9,1,Cash,8.3
8/15/2024,Manhattan,Member,Female,Food & Beverages,7.14,3,Ewallet,8.4
8/15/2024,Brooklyn,Normal,Female,Health & Beauty,31.07,2,Cash,6
8/15/2024,Brooklyn,Member,Female,Fashion & Accs,13.83,3,Cash,7.2
8/15/2024,Manhattan,Normal,Female,Food & Beverages,6.94,2,Cash,7.3
8/15/2024,Brooklyn,Normal,Male,Health & Beauty,30.64,1,Cash,5.9
8/15/2024,Manhattan,Normal,Female,Food & Beverages,7.56,2,Ewallet,7.4
8/16/2024,Manhattan,Member,Male,Electronics,94.92,1,Cash,9.8
8/16/2024,Brooklyn,Normal,Male,Health & Beauty,30.64,3,Credit card,5.6
8/16/2024,Manhattan,Member,Female,Health & Beauty,28.23,4,Ewallet,8.2
8/16/2024,Brooklyn,Normal,Female,Electronics,96.01,1,Credit card,8.3
8/16/2024,Manhattan,Normal,Female,Food & Beverages,5.64,4,Credit card,8.5
8/16/2024,Brooklyn,Member,Male,Food & Beverages,5.45,1,Ewallet,7.3
8/16/2024,Brooklyn,Normal,Male,Food & Beverages,3.53,2,Cash,7.4
8/16/2024,Queens,Normal,Male,Fashion & Accs,5.37,2,Cash,6.8
8/17/2024,Queens,Normal,Male,Health & Beauty,27.11,3,Cash,8.2
8/17/2024,Brooklyn,Normal,Female,Food & Beverages,5.62,4,Ewallet,7.4
8/17/2024,Queens,Normal,Female,Food & Beverages,5.68,5,Cash,5.8
8/17/2024,Queens,Normal,Male,Sports & Travel,57.42,2,Credit card,6.8
8/17/2024,Brooklyn,Member,Female,Health & Beauty,33.9,1,Ewallet,7.5
8/17/2024,Brooklyn,Normal,Female,Food & Beverages,3.83,5,Cash,6.1
8/17/2024,Brooklyn,Member,Male,Health & Beauty,39.62,1,Cash,6.8
8/17/2024,Brooklyn,Normal,Male,Food & Beverages,5.41,2,Ewallet,6.8
8/17/2024,Manhattan,Member,Female,Food & Beverages,7.22,4,Cash,7.4
8/18/2024,Queens,Normal,Male,Food & Beverages,5.01,3,Cash,7.5
8/18/2024,Queens,Normal,Male,Food & Beverages,5.9,4,Credit card,7.2
8/18/2024,Manhattan,Normal,Male,Food & Beverages,6.03,5,Cash,8.8
8/18/2024,Manhattan,Normal,Male,Food & Beverages,6.42,1,Ewallet,6.3
8/18/2024,Manhattan,Normal,Male,Health & Beauty,29.12,3,Cash,6.7
8/18/2024,Queens,Normal,Male,Food & Beverages,2.34,4,Credit card,9
8/18/2024,Brooklyn,Normal,Female,Food & Beverages,3.43,4,Ewallet,8.3
8/18/2024,Brooklyn,Normal,Male,Food & Beverages,6.57,2,Ewallet,6.9
8/18/2024,Manhattan,Member,Female,Sports & Travel,73.4,2,Credit card,8.7
8/18/2024,Manhattan,Normal,Female,Fashion & Accs,15.82,1,Cash,8.3
8/18/2024,Brooklyn,Member,Female,Sports & Travel,58.14,2,Credit card,7.7
8/19/2024,Brooklyn,Member,Male,Food & Beverages,6.1,1,Ewallet,7.7
8/19/2024,Brooklyn,Member,Female,Fashion & Accs,6.81,2,Ewallet,8.2
8/19/2024,Manhattan,Normal,Male,Food & Beverages,7.11,3,Credit card,7.2
8/19/2024,Manhattan,Normal,Male,Food & Beverages,4.79,3,Ewallet,6.3
8/19/2024,Brooklyn,Member,Male,Health & Beauty,33.2,3,Cash,7.1
8/19/2024,Manhattan,Member,Male,Home & Lifestyle,69.74,4,Credit card,6.9
8/19/2024,Brooklyn,Normal,Female,Sports & Travel,61.82,2,Credit card,8.6
8/19/2024,Manhattan,Normal,Female,Home & Lifestyle,49.71,2,Ewallet,6.9
8/19/2024,Queens,Normal,Male,Food & Beverages,2.98,3,Cash,6.1
8/19/2024,Manhattan,Normal,Female,Food & Beverages,5.29,5,Ewallet,6.6
8/19/2024,Brooklyn,Member,Female,Home & Lifestyle,68.19,2,Cash,6.2
8/19/2024,Manhattan,Member,Male,Food & Beverages,6.49,2,Credit card,9
8/19/2024,Manhattan,Member,Female,Fashion & Accs,14.32,3,Cash,7.4
8/19/2024,Manhattan,Member,Female,Fashion & Accs,15.19,2,Credit card,7.5
8/20/2024,Manhattan,Member,Female,Food & Beverages,3.24,2,Credit card,8.3
8/20/2024,Manhattan,Member,Male,Food & Beverages,6.69,3,Credit card,7.4
8/20/2024,Manhattan,Member,Male,Food & Beverages,6.78,3,Credit card,8.7
8/20/2024,Brooklyn,Normal,Male,Food & Beverages,2.69,1,Cash,6.8
8/20/2024,Brooklyn,Member,Female,Home & Lifestyle,68.73,2,Credit card,6.6
8/20/2024,Manhattan,Normal,Male,Food & Beverages,2.68,4,Cash,8.1
8/20/2024,Brooklyn,Normal,Female,Food & Beverages,5.45,3,Cash,8.8
8/20/2024,Manhattan,Normal,Female,Home & Lifestyle,56.98,4,Credit card,8
8/20/2024,Manhattan,Normal,Female,Health & Beauty,16.87,3,Credit card,5.1
8/21/2024,Queens,Member,Male,Food & Beverages,7.4,5,Ewallet,8.2
8/21/2024,Manhattan,Normal,Male,Food & Beverages,5.17,3,Cash,7.7
8/21/2024,Manhattan,Normal,Male,Health & Beauty,27.52,2,Ewallet,7.3
8/21/2024,Manhattan,Member,Female,Health & Beauty,38.89,2,Ewallet,6.9
8/21/2024,Queens,Normal,Male,Food & Beverages,6.68,3,Credit card,6.5
8/21/2024,Queens,Normal,Female,Food & Beverages,6.38,4,Cash,6.5
8/21/2024,Brooklyn,Normal,Male,Food & Beverages,5.13,1,Credit card,7.8
8/21/2024,Brooklyn,Member,Female,Health & Beauty,31.79,4,Cash,6.6
8/21/2024,Manhattan,Normal,Male,Food & Beverages,4.81,2,Credit card,5.9
8/21/2024,Manhattan,Member,Male,Food & Beverages,6.23,5,Ewallet,8.7
8/21/2024,Brooklyn,Normal,Female,Food & Beverages,6.93,2,Credit card,7.2
8/21/2024,Queens,Normal,Male,Food & Beverages,4.08,3,Credit card,7
8/21/2024,Brooklyn,Normal,Female,Food & Beverages,6.54,3,Cash,8.7
8/21/2024,Queens,Normal,Female,Food & Beverages,6.61,2,Ewallet,7.4
8/22/2024,Manhattan,Normal,Male,Food & Beverages,5.37,2,Ewallet,7.8
8/22/2024,Manhattan,Normal,Male,Sports & Travel,69.46,3,Cash,6.7
8/22/2024,Manhattan,Normal,Male,Food & Beverages,5.98,3,Cash,7.5
8/22/2024,Brooklyn,Normal,Female,Fashion & Accs,15.16,3,Ewallet,7.1
8/22/2024,Manhattan,Normal,Female,Health & Beauty,28.58,4,Credit card,6.4
8/22/2024,Manhattan,Normal,Male,Food & Beverages,6.18,1,Cash,6.8
8/22/2024,Queens,Member,Male,Food & Beverages,7.14,6,Credit card,6.8
8/22/2024,Brooklyn,Normal,Male,Health & Beauty,23.92,3,Cash,8.8
8/23/2024,Manhattan,Normal,Male,Food & Beverages,5.53,3,Cash,5.5
8/23/2024,Queens,Normal,Female,Food & Beverages,3.55,1,Credit card,7.3
8/23/2024,Manhattan,Normal,Male,Food & Beverages,6.1,1,Cash,7.2
8/23/2024,Brooklyn,Normal,Male,Health & Beauty,24.15,2,Credit card,8.1
8/23/2024,Brooklyn,Normal,Female,Fashion & Accs,12.93,1,Ewallet,8.3
8/23/2024,Manhattan,Normal,Female,Food & Beverages,2.5,3,Cash,6.6
8/23/2024,Manhattan,Normal,Male,Health & Beauty,32.65,3,Cash,4.8
8/23/2024,Brooklyn,Normal,Male,Food & Beverages,5.11,2,Cash,8.6
8/23/2024,Manhattan,Normal,Female,Sports & Travel,71.9,1,Ewallet,7.4
8/23/2024,Queens,Normal,Male,Food & Beverages,6.2,3,Cash,7.6
8/23/2024,Manhattan,Normal,Female,Health & Beauty,31.26,4,Credit card,7.6
8/23/2024,Queens,Normal,Female,Food & Beverages,6.08,3,Credit card,8.6
8/23/2024,Manhattan,Normal,Female,Health & Beauty,25.68,2,Cash,6.7
8/23/2024,Manhattan,Normal,Male,Health & Beauty,27.81,4,Credit card,7.8
8/23/2024,Brooklyn,Member,Male,Health & Beauty,20.39,3,Ewallet,7.1
8/23/2024,Manhattan,Normal,Female,Health & Beauty,35.09,3,Credit card,8.6
8/23/2024,Brooklyn,Member,Female,Fashion & Accs,7.16,2,Cash,4.6
8/24/2024,Brooklyn,Normal,Female,Food & Beverages,6.69,5,Cash,7
8/24/2024,Brooklyn,Member,Female,Food & Beverages,7.18,2,Ewallet,7.6
8/24/2024,Queens,Normal,Male,Food & Beverages,7.26,2,Ewallet,5.9
8/24/2024,Brooklyn,Normal,Female,Food & Beverages,2.66,4,Cash,9.6
8/24/2024,Queens,Normal,Female,Food & Beverages,6.54,5,Cash,8.4
8/24/2024,Manhattan,Normal,Male,Food & Beverages,6.36,4,Credit card,6.9
8/24/2024,Manhattan,Normal,Female,Food & Beverages,7.35,4,Cash,7
8/24/2024,Manhattan,Member,Female,Home & Lifestyle,50.65,5,Credit card,6.3
8/25/2024,Queens,Member,Female,Food & Beverages,5.54,6,Ewallet,7.4
8/25/2024,Manhattan,Member,Male,Electronics,87.26,1,Cash,5.6
8/25/2024,Manhattan,Normal,Female,Food & Beverages,7.17,4,Credit card,7.8
8/25/2024,Brooklyn,Normal,Female,Food & Beverages,7.03,3,Ewallet,8.2
8/25/2024,Manhattan,Normal,Female,Health & Beauty,35.27,1,Ewallet,6.6
8/25/2024,Queens,Member,Male,Food & Beverages,5.12,6,Cash,7.1
8/25/2024,Brooklyn,Normal,Male,Fashion & Accs,17.43,2,Credit card,7.8
8/25/2024,Manhattan,Normal,Male,Food & Beverages,6.13,4,Cash,8.3
8/25/2024,Queens,Normal,Female,Health & Beauty,36.61,2,Credit card,8.6
8/25/2024,Brooklyn,Normal,Female,Health & Beauty,32.28,3,Cash,6.6
8/25/2024,Manhattan,Normal,Female,Food & Beverages,5.76,2,Ewallet,7.3
8/25/2024,Manhattan,Member,Male,Health & Beauty,31.41,4,Cash,7.4
8/25/2024,Manhattan,Member,Male,Fashion & Accs,10.58,1,Ewallet,7.3
8/25/2024,Queens,Member,Female,Food & Beverages,6.26,2,Ewallet,6
8/25/2024,Manhattan,Member,Male,Food & Beverages,6.12,1,Ewallet,8.8
8/25/2024,Brooklyn,Normal,Male,Health & Beauty,37.14,2,Credit card,7.2
8/26/2024,Queens,Normal,Male,Food & Beverages,2.92,3,Ewallet,7.9
8/26/2024,Brooklyn,Normal,Female,Food & Beverages,6.44,1,Cash,7.7
8/26/2024,Manhattan,Normal,Female,Food & Beverages,6.7,5,Cash,8.1
8/26/2024,Brooklyn,Normal,Male,Food & Beverages,5.6,4,Ewallet,8
8/26/2024,Manhattan,Normal,Female,Food & Beverages,4.42,2,Credit card,6.8
8/26/2024,Brooklyn,Normal,Male,Food & Beverages,5.37,1,Ewallet,6.2
8/26/2024,Brooklyn,Member,Female,Food & Beverages,7.62,5,Cash,5.9
8/26/2024,Brooklyn,Normal,Female,Home & Lifestyle,60.48,1,Cash,6.7
8/26/2024,Manhattan,Normal,Male,Health & Beauty,34.91,1,Ewallet,7.2
8/26/2024,Brooklyn,Normal,Male,Food & Beverages,6.43,2,Ewallet,6.8
8/26/2024,Manhattan,Member,Female,Health & Beauty,36.97,1,Cash,7.2
8/26/2024,Queens,Normal,Male,Food & Beverages,5.4,4,Cash,7
8/26/2024,Brooklyn,Normal,Male,Health & Beauty,34.3,1,Cash,7.4
8/26/2024,Queens,Member,Male,Food & Beverages,5.21,2,Cash,7.2
8/26/2024,Brooklyn,Member,Male,Fashion & Accs,13.73,3,Credit card,7.1
8/26/2024,Brooklyn,Normal,Male,Health & Beauty,22.33,3,Credit card,6.4
8/27/2024,Brooklyn,Member,Male,Health & Beauty,25.22,1,Credit card,6.8
8/27/2024,Manhattan,Normal,Female,Food & Beverages,3.85,4,Ewallet,7.2
8/27/2024,Brooklyn,Normal,Female,Food & Beverages,7.1,2,Ewallet,7.7
8/27/2024,Manhattan,Member,Male,Health & Beauty,27.63,4,Cash,7.2
8/27/2024,Queens,Member,Female,Health & Beauty,34.46,2,Ewallet,6.3
8/27/2024,Manhattan,Member,Female,Food & Beverages,6.5,2,Cash,7.3
8/27/2024,Brooklyn,Normal,Female,Health & Beauty,22.75,4,Credit card,8.1
8/27/2024,Queens,Normal,Female,Food & Beverages,5.86,4,Credit card,6.1
8/27/2024,Manhattan,Normal,Male,Food & Beverages,3.18,4,Credit card,6
8/28/2024,Brooklyn,Member,Female,Food & Beverages,6.77,4,Credit card,6.7
8/28/2024,Brooklyn,Normal,Female,Food & Beverages,5.74,4,Ewallet,7.9
8/28/2024,Manhattan,Member,Female,Food & Beverages,3.67,3,Ewallet,7.4
8/28/2024,Brooklyn,Member,Male,Health & Beauty,21.08,4,Credit card,7.7
8/28/2024,Brooklyn,Normal,Female,Fashion & Accs,12.14,1,Cash,6.4
8/28/2024,Queens,Member,Female,Health & Beauty,33.13,2,Cash,7.5
8/28/2024,Queens,Normal,Male,Fashion & Accs,15.15,2,Credit card,6.5
8/28/2024,Queens,Normal,Male,Food & Beverages,4.49,2,Cash,8.8
8/28/2024,Manhattan,Member,Male,Health & Beauty,36.69,3,Credit card,6.9
8/28/2024,Queens,Normal,Male,Fashion & Accs,13.78,2,Ewallet,7
